Date,CountryRegion,Confirmed,Recovered,Deaths
3/31/2020,Equatorial Guinea-Africa,12,1,0
3/31/2020,Eritrea-Africa,15,0,0
3/31/2020,Estonia-Europe,745,26,4
3/31/2020,Eswatini-Unknown,9,0,0
3/31/2020,Ethiopia-Africa,26,2,0
3/31/2020,Fiji-Oceania,5,0,0
3/31/2020,Finland-Europe,1418,10,17
3/31/2020,France-Europe,52827,9513,3532
3/31/2020,Gabon-Africa,16,0,1
3/31/2020,Gambia-Africa,4,0,1
3/31/2020,Georgia-Europe,110,21,0
3/31/2020,Germany-Europe,71808,16100,775
3/31/2020,Ghana-Africa,161,31,5
3/31/2020,Greece-Europe,1314,52,49
3/31/2020,Grenada-North America,9,0,0
3/31/2020,Guatemala-North America,38,12,1
3/31/2020,Guinea-Africa,22,0,0
3/31/2020,Guinea-Bissau-Africa,8,0,0
3/31/2020,Guyana-South America,12,0,2
3/31/2020,Haiti-North America,15,1,0
3/31/2020,Holy See-Unknown,6,0,0
3/31/2020,Honduras-North America,141,3,7
3/31/2020,Hungary-Europe,492,37,16
3/31/2020,Iceland-Europe,1135,198,2
3/31/2020,India-Asia,1397,123,35
3/31/2020,Indonesia-Asia,1528,81,136
3/31/2020,Iran-Asia,44605,14656,2898
3/31/2020,Iraq-Asia,694,170,50
3/31/2020,Ireland-Europe,3235,5,71
3/31/2020,Israel-Asia,5358,224,20
3/31/2020,Italy-Europe,105792,15729,12428
3/31/2020,Jamaica-North America,36,2,1
3/31/2020,Japan-Asia,2255,424,67
3/31/2020,Jordan-Asia,274,30,5
3/31/2020,Kazakhstan-Asia,343,24,2
3/31/2020,Kenya-Africa,59,1,1
3/31/2020,"Korea, South-Asia",9786,5408,162
3/31/2020,Kosovo-Europe,106,1,1
3/31/2020,Kuwait-Asia,289,73,0
3/31/2020,Kyrgyzstan-Asia,107,3,0
3/31/2020,Laos-Asia,9,0,0
3/31/2020,Latvia-Europe,398,1,0
3/31/2020,Lebanon-Asia,470,37,12
3/31/2020,Lesotho-Africa,0,0,0
3/31/2020,Liberia-Africa,3,0,0
3/31/2020,Libya-Africa,10,1,0
3/31/2020,Liechtenstein-Europe,68,44,0
3/31/2020,Lithuania-Europe,537,7,8
3/31/2020,Luxembourg-Europe,2178,80,23
3/31/2020,MS Zaandam-Unknown,2,0,0
3/31/2020,Madagascar-Africa,57,0,0
3/31/2020,Malawi-Africa,0,0,0
3/31/2020,Malaysia-Asia,2766,537,43
3/31/2020,Maldives-Asia,18,13,0
3/31/2020,Mali-Africa,28,0,2
3/31/2020,Malta-Europe,169,2,0
3/31/2020,Mauritania-Africa,6,2,1
3/31/2020,Mauritius-Africa,143,0,5
3/31/2020,Mexico-North America,1215,35,29
3/31/2020,Moldova-Europe,353,18,4
3/31/2020,Monaco-Europe,52,2,1
3/31/2020,Mongolia-Asia,12,2,0
3/31/2020,Montenegro-Europe,109,0,2
3/31/2020,Morocco-Africa,617,24,36
3/31/2020,Mozambique-Africa,8,0,0
3/31/2020,Namibia-Africa,11,2,0
3/31/2020,Nepal-Asia,5,1,0
3/31/2020,Netherlands-Europe,12667,3,1040
3/31/2020,New Zealand-Oceania,647,74,1
3/31/2020,Nicaragua-North America,5,0,1
3/31/2020,Niger-Africa,27,0,3
3/31/2020,Nigeria-Africa,135,8,2
3/31/2020,North Macedonia-Unknown,329,12,9
3/31/2020,Norway-Europe,4641,13,39
3/31/2020,Oman-Asia,192,34,1
3/31/2020,Pakistan-Asia,2118,94,27
3/31/2020,Panama-North America,1181,9,30
3/31/2020,Papua New Guinea-Oceania,1,0,0
3/31/2020,Paraguay-South America,65,1,3
3/31/2020,Peru-South America,1065,394,30
3/31/2020,Philippines-Asia,2084,49,88
3/31/2020,Poland-Europe,2311,7,33
3/31/2020,Portugal-Europe,7443,43,160
3/31/2020,Qatar-Asia,781,62,2
3/31/2020,Romania-Europe,2245,220,82
3/31/2020,Russia-Eastern Europe and Northern Asia,2337,121,17
3/31/2020,Rwanda-Africa,75,0,0
3/31/2020,Saint Kitts and Nevis-North America,8,0,0
3/31/2020,Saint Lucia-North America,13,1,0
3/31/2020,Saint Vincent and the Grenadines-North America,1,1,0
3/31/2020,San Marino-Europe,236,13,26
3/31/2020,Sao Tome and Principe-Africa,0,0,0
3/31/2020,Saudi Arabia-Asia,1563,165,10
3/31/2020,Senegal-Africa,175,40,0
3/31/2020,Serbia-Europe,900,0,16
3/31/2020,Seychelles-Africa,10,0,0
3/31/2020,Sierra Leone-Africa,1,0,0
3/31/2020,Singapore-Asia,926,240,3
3/31/2020,Slovakia-Europe,363,3,0
3/31/2020,Slovenia-Europe,802,10,15
3/31/2020,Somalia-Africa,5,1,0
3/31/2020,South Africa-Africa,1353,31,5
3/31/2020,South Sudan-Africa,0,0,0
3/31/2020,Spain-Europe,95923,19259,8464
3/31/2020,Sri Lanka-Asia,143,17,2
3/31/2020,Sudan-Africa,7,1,2
3/31/2020,Suriname-South America,9,0,0
3/31/2020,Sweden-Europe,4435,0,180
3/31/2020,Switzerland-Europe,16605,1823,433
3/31/2020,Syria-Asia,10,0,2
3/31/2020,Taiwan*-Asia,322,39,5
3/31/2020,Tajikistan-Asia,0,0,0
3/31/2020,Tanzania-Africa,19,1,1
3/31/2020,Thailand-Asia,1651,342,10
3/31/2020,Timor-Leste-Asia,1,0,0
3/31/2020,Togo-Africa,34,10,1
3/31/2020,Trinidad and Tobago-North America,87,1,3
3/31/2020,Tunisia-Africa,394,3,10
3/31/2020,Turkey-Asia,13531,243,214
3/31/2020,US-North America,188724,7024,5718
3/31/2020,Uganda-Africa,44,0,0
3/31/2020,Ukraine-Europe,645,10,17
3/31/2020,United Arab Emirates-Asia,664,61,6
3/31/2020,United Kingdom-Europe,38815,179,2457
3/31/2020,Uruguay-South America,338,41,1
3/31/2020,Uzbekistan-Asia,172,7,2
3/31/2020,Venezuela-South America,135,39,3
3/31/2020,Vietnam-Asia,212,58,0
3/31/2020,West Bank and Gaza-Unknown,119,18,1
3/31/2020,Western Sahara-Unknown,0,0,0
3/31/2020,Yemen-Asia,0,0,0
3/31/2020,Zambia-Africa,35,0,0
3/31/2020,Zimbabwe-Africa,8,0,1
4/1/2020,Afghanistan-Asia,237,5,4
4/1/2020,Albania-Europe,259,67,15
4/1/2020,Algeria-Africa,847,61,58
4/1/2020,Andorra-Europe,390,10,14
4/1/2020,Angola-Africa,8,1,2
4/1/2020,Antigua and Barbuda-North America,7,0,0
4/1/2020,Argentina-South America,1054,248,28
4/1/2020,Armenia-Europe,571,31,4
4/1/2020,Australia-Oceania,4862,422,20
4/1/2020,Austria-Europe,10711,1436,146
4/1/2020,Azerbaijan-Europe,359,26,5
4/1/2020,Bahamas-North America,21,1,1
4/1/2020,Bahrain-Asia,569,337,4
4/1/2020,Bangladesh-Asia,54,25,6
4/1/2020,Barbados-North America,34,0,0
4/1/2020,Belarus-Europe,163,53,2
4/1/2020,Belgium-Europe,13964,2132,828
4/1/2020,Belize-North America,3,0,0
4/1/2020,Benin-Africa,13,1,0
4/1/2020,Bhutan-Asia,4,0,0
4/1/2020,Bolivia-South America,115,1,7
4/1/2020,Bosnia and Herzegovina-Europe,459,19,13
4/1/2020,Botswana-Africa,4,0,1
4/1/2020,Brazil-South America,6836,127,240
4/1/2020,Brunei-Asia,131,52,1
4/1/2020,Bulgaria-Europe,422,20,10
4/1/2020,Burkina Faso-Unknown,282,46,16
4/1/2020,Burma-Unknown,15,0,1
4/1/2020,Burundi-Africa,2,0,0
4/1/2020,Cabo Verde-Unknown,6,0,1
4/1/2020,Cambodia-Asia,109,25,0
4/1/2020,Cameroon-Africa,233,10,6
4/1/2020,Canada-North America,9560,1324,109
4/1/2020,Central African Republic-Africa,3,0,0
4/1/2020,Chad-Africa,7,0,0
4/1/2020,Chile-South America,3137,234,16
4/1/2020,China-Asia,82361,76405,3316
4/1/2020,Colombia-South America,1065,39,17
4/1/2020,Comoros-Africa,0,0,0
4/1/2020,Congo (Brazzaville)-Unknown,19,0,0
4/1/2020,Congo (Kinshasa)-Unknown,109,3,9
4/1/2020,Costa Rica-North America,375,4,2
4/1/2020,Cote d'Ivoire-Unknown,190,9,1
4/1/2020,Croatia-Europe,963,73,6
4/1/2020,Cuba-North America,212,12,6
4/1/2020,Cyprus-Europe,320,28,9
4/1/2020,Czechia-Europe,3508,61,39
4/1/2020,Denmark-Europe,3290,971,104
4/1/2020,Diamond Princess-Unknown,712,603,11
4/1/2020,Djibouti-Africa,33,0,0
4/1/2020,Dominica-North America,12,0,0
4/1/2020,Dominican Republic-North America,1284,9,57
4/1/2020,Ecuador-South America,2748,58,93
4/1/2020,Egypt-Africa,779,179,52
4/1/2020,El Salvador-North America,32,0,1
4/1/2020,Equatorial Guinea-Africa,15,1,0
4/1/2020,Eritrea-Africa,15,0,0
4/1/2020,Estonia-Europe,779,33,5
4/1/2020,Eswatini-Unknown,9,0,0
4/1/2020,Ethiopia-Africa,29,2,0
4/1/2020,Fiji-Oceania,5,0,0
4/1/2020,Finland-Europe,1446,10,17
4/1/2020,France-Europe,57749,11053,4414
4/1/2020,Gabon-Africa,18,0,1
4/1/2020,Gambia-Africa,4,2,1
4/1/2020,Georgia-Europe,117,23,0
4/1/2020,Germany-Europe,77872,18700,920
4/1/2020,Ghana-Africa,195,31,5
4/1/2020,Greece-Europe,1415,52,50
4/1/2020,Grenada-North America,9,0,0
4/1/2020,Guatemala-North America,39,12,1
4/1/2020,Guinea-Africa,30,0,0
4/1/2020,Guinea-Bissau-Africa,9,0,0
4/1/2020,Guyana-South America,19,0,2
4/1/2020,Haiti-North America,16,1,0
4/1/2020,Holy See-Unknown,6,0,0
4/1/2020,Honduras-North America,172,3,10
4/1/2020,Hungary-Europe,525,40,20
4/1/2020,Iceland-Europe,1220,225,2
4/1/2020,India-Asia,1998,148,58
4/1/2020,Indonesia-Asia,1677,103,157
4/1/2020,Iran-Asia,47593,15473,3036
4/1/2020,Iraq-Asia,728,182,52
4/1/2020,Ireland-Europe,3447,5,85
4/1/2020,Israel-Asia,6092,241,26
4/1/2020,Italy-Europe,110574,16847,13155
4/1/2020,Jamaica-North America,44,2,3
4/1/2020,Japan-Asia,2535,472,72
4/1/2020,Jordan-Asia,278,36,5
4/1/2020,Kazakhstan-Asia,380,26,3
4/1/2020,Kenya-Africa,81,3,1
4/1/2020,"Korea, South-Asia",9887,5567,165
4/1/2020,Kosovo-Europe,112,6,1
4/1/2020,Kuwait-Asia,317,80,0
4/1/2020,Kyrgyzstan-Asia,111,3,0
4/1/2020,Laos-Asia,10,0,0
4/1/2020,Latvia-Europe,446,1,0
4/1/2020,Lebanon-Asia,479,43,14
4/1/2020,Lesotho-Africa,0,0,0
4/1/2020,Liberia-Africa,6,0,0
4/1/2020,Libya-Africa,10,0,0
4/1/2020,Liechtenstein-Europe,68,46,0
4/1/2020,Lithuania-Europe,581,7,8
4/1/2020,Luxembourg-Europe,2319,80,29
4/1/2020,MS Zaandam-Unknown,9,0,2
4/1/2020,Madagascar-Africa,57,0,0
4/1/2020,Malawi-Africa,0,0,0
4/1/2020,Malaysia-Asia,2908,645,45
4/1/2020,Maldives-Asia,19,13,0
4/1/2020,Mali-Africa,31,0,3
4/1/2020,Malta-Europe,188,2,0
4/1/2020,Mauritania-Africa,6,2,1
4/1/2020,Mauritius-Africa,161,0,6
4/1/2020,Mexico-North America,1378,35,37
4/1/2020,Moldova-Europe,423,23,5
4/1/2020,Monaco-Europe,55,2,1
4/1/2020,Mongolia-Asia,14,2,0
4/1/2020,Montenegro-Europe,123,0,2
4/1/2020,Morocco-Africa,654,29,39
4/1/2020,Mozambique-Africa,10,0,0
4/1/2020,Namibia-Africa,14,2,0
4/1/2020,Nepal-Asia,5,1,0
4/1/2020,Netherlands-Europe,13696,10,1175
4/1/2020,New Zealand-Oceania,708,83,1
4/1/2020,Nicaragua-North America,5,0,1
4/1/2020,Niger-Africa,74,0,5
4/1/2020,Nigeria-Africa,174,9,2
4/1/2020,North Macedonia-Unknown,354,17,11
4/1/2020,Norway-Europe,4863,13,44
4/1/2020,Oman-Asia,210,34,1
4/1/2020,Pakistan-Asia,2421,125,34
4/1/2020,Panama-North America,1181,9,30
4/1/2020,Papua New Guinea-Oceania,1,0,0
4/1/2020,Paraguay-South America,69,1,3
4/1/2020,Peru-South America,1323,394,38
4/1/2020,Philippines-Asia,2311,50,96
4/1/2020,Poland-Europe,2554,47,43
4/1/2020,Portugal-Europe,8251,43,187
4/1/2020,Qatar-Asia,835,71,2
4/1/2020,Romania-Europe,2460,252,92
4/1/2020,Russia-Eastern Europe and Northern Asia,2777,190,24
4/1/2020,Rwanda-Africa,82,0,0
4/1/2020,Saint Kitts and Nevis-North America,8,0,0
4/1/2020,Saint Lucia-North America,13,1,0
4/1/2020,Saint Vincent and the Grenadines-North America,1,1,0
4/1/2020,San Marino-Europe,236,13,26
4/1/2020,Sao Tome and Principe-Africa,0,0,0
4/1/2020,Saudi Arabia-Asia,1720,264,16
4/1/2020,Senegal-Africa,190,45,1
4/1/2020,Serbia-Europe,1060,0,28
4/1/2020,Seychelles-Africa,10,0,0
4/1/2020,Sierra Leone-Africa,2,0,0
4/1/2020,Singapore-Asia,1000,245,3
4/1/2020,Slovakia-Europe,400,3,1
4/1/2020,Slovenia-Europe,841,10,15
4/1/2020,Somalia-Africa,5,1,0
4/1/2020,South Africa-Africa,1380,50,5
4/1/2020,South Sudan-Africa,0,0,0
4/1/2020,Spain-Europe,104118,22647,9387
4/1/2020,Sri Lanka-Asia,146,21,3
4/1/2020,Sudan-Africa,7,2,2
4/1/2020,Suriname-South America,10,0,0
4/1/2020,Sweden-Europe,4947,0,239
4/1/2020,Switzerland-Europe,17768,2967,488
4/1/2020,Syria-Asia,10,0,2
4/1/2020,Taiwan*-Asia,329,39,5
4/1/2020,Tajikistan-Asia,0,0,0
4/1/2020,Tanzania-Africa,20,1,1
4/1/2020,Thailand-Asia,1771,505,12
4/1/2020,Timor-Leste-Asia,1,0,0
4/1/2020,Togo-Africa,36,10,2
4/1/2020,Trinidad and Tobago-North America,90,1,5
4/1/2020,Tunisia-Africa,423,5,12
4/1/2020,Turkey-Asia,15679,333,277
4/1/2020,US-North America,214205,8474,6986
4/1/2020,Uganda-Africa,44,0,0
4/1/2020,Ukraine-Europe,794,13,20
4/1/2020,United Arab Emirates-Asia,814,61,8
4/1/2020,United Kingdom-Europe,43789,179,3130
4/1/2020,Uruguay-South America,350,62,2
4/1/2020,Uzbekistan-Asia,181,12,2
4/1/2020,Venezuela-South America,143,41,3
4/1/2020,Vietnam-Asia,218,63,0
4/1/2020,West Bank and Gaza-Unknown,134,18,1
4/1/2020,Western Sahara-Unknown,0,0,0
4/1/2020,Yemen-Asia,0,0,0
4/1/2020,Zambia-Africa,36,0,0
4/1/2020,Zimbabwe-Africa,8,0,1
4/2/2020,Afghanistan-Asia,273,10,6
4/2/2020,Albania-Europe,277,76,16
4/2/2020,Algeria-Africa,986,61,86
4/2/2020,Andorra-Europe,428,10,15
4/2/2020,Angola-Africa,8,1,2
4/2/2020,Antigua and Barbuda-North America,9,0,0
4/2/2020,Argentina-South America,1133,256,36
4/2/2020,Armenia-Europe,663,33,7
4/2/2020,Australia-Oceania,5116,520,24
4/2/2020,Austria-Europe,11129,1749,158
4/2/2020,Azerbaijan-Europe,400,26,5
4/2/2020,Bahamas-North America,24,1,1
4/2/2020,Bahrain-Asia,643,381,4
4/2/2020,Bangladesh-Asia,56,25,6
4/2/2020,Barbados-North America,46,0,0
4/2/2020,Belarus-Europe,304,53,4
4/2/2020,Belgium-Europe,15348,2495,1011
4/2/2020,Belize-North America,3,0,0
4/2/2020,Benin-Africa,13,1,0
4/2/2020,Bhutan-Asia,5,1,0
4/2/2020,Bolivia-South America,123,1,8
4/2/2020,Bosnia and Herzegovina-Europe,533,20,16
4/2/2020,Botswana-Africa,4,0,1
4/2/2020,Brazil-South America,8044,127,324
4/2/2020,Brunei-Asia,133,56,1
4/2/2020,Bulgaria-Europe,457,25,10
4/2/2020,Burkina Faso-Unknown,288,50,16
4/2/2020,Burma-Unknown,20,0,1
4/2/2020,Burundi-Africa,3,0,0
4/2/2020,Cabo Verde-Unknown,6,0,1
4/2/2020,Cambodia-Asia,110,34,0
4/2/2020,Cameroon-Africa,306,10,7
4/2/2020,Canada-North America,11284,1735,139
4/2/2020,Central African Republic-Africa,3,0,0
4/2/2020,Chad-Africa,8,0,0
4/2/2020,Chile-South America,3510,335,18
4/2/2020,China-Asia,82432,76565,3322
4/2/2020,Colombia-South America,1161,55,19
4/2/2020,Comoros-Africa,0,0,0
4/2/2020,Congo (Brazzaville)-Unknown,22,2,2
4/2/2020,Congo (Kinshasa)-Unknown,134,3,13
4/2/2020,Costa Rica-North America,396,6,2
4/2/2020,Cote d'Ivoire-Unknown,194,15,1
4/2/2020,Croatia-Europe,1011,88,7
4/2/2020,Cuba-North America,233,13,6
4/2/2020,Cyprus-Europe,356,28,10
4/2/2020,Czechia-Europe,3858,67,44
4/2/2020,Denmark-Europe,3573,1172,123
4/2/2020,Diamond Princess-Unknown,712,619,11
4/2/2020,Djibouti-Africa,40,0,0
4/2/2020,Dominica-North America,12,0,0
4/2/2020,Dominican Republic-North America,1380,16,60
4/2/2020,Ecuador-South America,3163,65,120
4/2/2020,Egypt-Africa,865,201,58
4/2/2020,El Salvador-North America,41,0,2
4/2/2020,Equatorial Guinea-Africa,15,1,0
4/2/2020,Eritrea-Africa,22,0,0
4/2/2020,Estonia-Europe,858,45,11
4/2/2020,Eswatini-Unknown,9,0,0
4/2/2020,Ethiopia-Africa,29,3,0
4/2/2020,Fiji-Oceania,7,0,0
4/2/2020,Finland-Europe,1518,300,19
4/2/2020,France-Europe,59929,12548,5398
4/2/2020,Gabon-Africa,21,0,1
4/2/2020,Gambia-Africa,4,2,1
4/2/2020,Georgia-Europe,134,26,0
4/2/2020,Germany-Europe,84794,22440,1107
4/2/2020,Ghana-Africa,204,31,5
4/2/2020,Greece-Europe,1544,61,53
4/2/2020,Grenada-North America,10,0,0
4/2/2020,Guatemala-North America,47,12,1
4/2/2020,Guinea-Africa,52,0,0
4/2/2020,Guinea-Bissau-Africa,9,0,0
4/2/2020,Guyana-South America,19,0,4
4/2/2020,Haiti-North America,16,1,0
4/2/2020,Holy See-Unknown,7,0,0
4/2/2020,Honduras-North America,219,3,14
4/2/2020,Hungary-Europe,585,42,21
4/2/2020,Iceland-Europe,1319,284,4
4/2/2020,India-Asia,2543,191,72
4/2/2020,Indonesia-Asia,1790,112,170
4/2/2020,Iran-Asia,50468,16711,3160
4/2/2020,Iraq-Asia,772,202,54
4/2/2020,Ireland-Europe,3849,5,98
4/2/2020,Israel-Asia,6857,338,36
4/2/2020,Italy-Europe,115242,18278,13915
4/2/2020,Jamaica-North America,47,2,3
4/2/2020,Japan-Asia,2818,472,75
4/2/2020,Jordan-Asia,299,45,5
4/2/2020,Kazakhstan-Asia,435,27,3
4/2/2020,Kenya-Africa,110,4,3
4/2/2020,"Korea, South-Asia",9976,5828,169
4/2/2020,Kosovo-Europe,125,10,1
4/2/2020,Kuwait-Asia,342,81,0
4/2/2020,Kyrgyzstan-Asia,116,5,0
4/2/2020,Laos-Asia,10,0,0
4/2/2020,Latvia-Europe,458,31,0
4/2/2020,Lebanon-Asia,494,46,16
4/2/2020,Lesotho-Africa,0,0,0
4/2/2020,Liberia-Africa,6,0,0
4/2/2020,Libya-Africa,11,0,1
4/2/2020,Liechtenstein-Europe,75,50,0
4/2/2020,Lithuania-Europe,649,7,9
4/2/2020,Luxembourg-Europe,2487,80,30
4/2/2020,MS Zaandam-Unknown,9,0,2
4/2/2020,Madagascar-Africa,59,0,0
4/2/2020,Malawi-Africa,3,0,0
4/2/2020,Malaysia-Asia,3116,767,50
4/2/2020,Maldives-Asia,19,13,0
4/2/2020,Mali-Africa,36,0,3
4/2/2020,Malta-Europe,196,2,0
4/2/2020,Mauritania-Africa,6,2,1
4/2/2020,Mauritius-Africa,169,0,7
4/2/2020,Mexico-North America,1510,35,50
4/2/2020,Moldova-Europe,505,23,6
4/2/2020,Monaco-Europe,60,2,1
4/2/2020,Mongolia-Asia,14,2,0
4/2/2020,Montenegro-Europe,144,0,2
4/2/2020,Morocco-Africa,708,31,44
4/2/2020,Mozambique-Africa,10,0,0
4/2/2020,Namibia-Africa,14,3,0
4/2/2020,Nepal-Asia,6,1,0
4/2/2020,Netherlands-Europe,14788,10,1341
4/2/2020,New Zealand-Oceania,797,92,1
4/2/2020,Nicaragua-North America,5,0,1
4/2/2020,Niger-Africa,98,0,5
4/2/2020,Nigeria-Africa,184,20,2
4/2/2020,North Macedonia-Unknown,384,17,11
4/2/2020,Norway-Europe,5147,32,50
4/2/2020,Oman-Asia,231,57,1
4/2/2020,Pakistan-Asia,2686,126,40
4/2/2020,Panama-North America,1317,9,32
4/2/2020,Papua New Guinea-Oceania,1,0,0
4/2/2020,Paraguay-South America,77,2,3
4/2/2020,Peru-South America,1414,537,55
4/2/2020,Philippines-Asia,2633,51,107
4/2/2020,Poland-Europe,2946,56,57
4/2/2020,Portugal-Europe,9034,68,209
4/2/2020,Qatar-Asia,949,72,3
4/2/2020,Romania-Europe,2738,267,115
4/2/2020,Russia-Eastern Europe and Northern Asia,3548,235,30
4/2/2020,Rwanda-Africa,84,0,0
4/2/2020,Saint Kitts and Nevis-North America,9,0,0
4/2/2020,Saint Lucia-North America,13,1,0
4/2/2020,Saint Vincent and the Grenadines-North America,2,1,0
4/2/2020,San Marino-Europe,245,21,30
4/2/2020,Sao Tome and Principe-Africa,0,0,0
4/2/2020,Saudi Arabia-Asia,1885,328,21
4/2/2020,Senegal-Africa,195,55,1
4/2/2020,Serbia-Europe,1171,0,31
4/2/2020,Seychelles-Africa,10,0,0
4/2/2020,Sierra Leone-Africa,2,0,0
4/2/2020,Singapore-Asia,1049,266,4
4/2/2020,Slovakia-Europe,426,5,1
4/2/2020,Slovenia-Europe,897,70,17
4/2/2020,Somalia-Africa,5,1,0
4/2/2020,South Africa-Africa,1462,50,5
4/2/2020,South Sudan-Africa,0,0,0
4/2/2020,Spain-Europe,112065,26743,10348
4/2/2020,Sri Lanka-Asia,151,21,4
4/2/2020,Sudan-Africa,8,2,2
4/2/2020,Suriname-South America,10,0,0
4/2/2020,Sweden-Europe,5568,0,308
4/2/2020,Switzerland-Europe,18827,4013,536
4/2/2020,Syria-Asia,16,0,2
4/2/2020,Taiwan*-Asia,339,45,5
4/2/2020,Tajikistan-Asia,0,0,0
4/2/2020,Tanzania-Africa,20,2,1
4/2/2020,Thailand-Asia,1875,505,15
4/2/2020,Timor-Leste-Asia,1,0,0
4/2/2020,Togo-Africa,39,17,2
4/2/2020,Trinidad and Tobago-North America,94,1,5
4/2/2020,Tunisia-Africa,455,5,14
4/2/2020,Turkey-Asia,18135,415,356
4/2/2020,US-North America,244610,9001,8599
4/2/2020,Uganda-Africa,45,0,0
4/2/2020,Ukraine-Europe,897,19,22
4/2/2020,United Arab Emirates-Asia,1024,96,8
4/2/2020,United Kingdom-Europe,48718,192,3787
4/2/2020,Uruguay-South America,369,68,4
4/2/2020,Uzbekistan-Asia,205,25,2
4/2/2020,Venezuela-South America,146,43,5
4/2/2020,Vietnam-Asia,233,75,0
4/2/2020,West Bank and Gaza-Unknown,161,18,1
4/2/2020,Western Sahara-Unknown,0,0,0
4/2/2020,Yemen-Asia,0,0,0
4/2/2020,Zambia-Africa,39,0,1
4/2/2020,Zimbabwe-Africa,9,0,1
4/3/2020,Afghanistan-Asia,281,10,6
4/3/2020,Albania-Europe,304,89,17
4/3/2020,Algeria-Africa,1171,62,105
4/3/2020,Andorra-Europe,439,16,16
4/3/2020,Angola-Africa,8,1,2
4/3/2020,Antigua and Barbuda-North America,15,0,0
4/3/2020,Argentina-South America,1265,266,39
4/3/2020,Armenia-Europe,736,43,7
4/3/2020,Australia-Oceania,5330,649,28
4/3/2020,Austria-Europe,11524,2022,168
4/3/2020,Azerbaijan-Europe,443,32,5
4/3/2020,Bahamas-North America,24,1,1
4/3/2020,Bahrain-Asia,672,382,4
4/3/2020,Bangladesh-Asia,61,26,6
4/3/2020,Barbados-North America,51,0,0
4/3/2020,Belarus-Europe,351,53,4
4/3/2020,Belgium-Europe,16770,2872,1143
4/3/2020,Belize-North America,4,0,0
4/3/2020,Benin-Africa,16,2,0
4/3/2020,Bhutan-Asia,5,2,0
4/3/2020,Bolivia-South America,132,1,9
4/3/2020,Bosnia and Herzegovina-Europe,579,27,17
4/3/2020,Botswana-Africa,4,0,1
4/3/2020,Brazil-South America,9056,127,359
4/3/2020,Brunei-Asia,134,65,1
4/3/2020,Bulgaria-Europe,485,30,14
4/3/2020,Burkina Faso-Unknown,302,50,16
4/3/2020,Burma-Unknown,20,0,1
4/3/2020,Burundi-Africa,3,0,0
4/3/2020,Cabo Verde-Unknown,6,0,1
4/3/2020,Cambodia-Asia,114,35,0
4/3/2020,Cameroon-Africa,509,17,8
4/3/2020,Canada-North America,12437,2175,179
4/3/2020,Central African Republic-Africa,8,0,0
4/3/2020,Chad-Africa,8,0,0
4/3/2020,Chile-South America,3843,427,22
4/3/2020,China-Asia,82511,76760,3326
4/3/2020,Colombia-South America,1267,55,25
4/3/2020,Comoros-Africa,0,0,0
4/3/2020,Congo (Brazzaville)-Unknown,22,2,2
4/3/2020,Congo (Kinshasa)-Unknown,134,3,13
4/3/2020,Costa Rica-North America,416,11,2
4/3/2020,Cote d'Ivoire-Unknown,218,19,1
4/3/2020,Croatia-Europe,1079,92,8
4/3/2020,Cuba-North America,269,15,6
4/3/2020,Cyprus-Europe,396,28,11
4/3/2020,Czechia-Europe,4091,72,53
4/3/2020,Denmark-Europe,3946,1287,139
4/3/2020,Diamond Princess-Unknown,712,619,11
4/3/2020,Djibouti-Africa,49,8,0
4/3/2020,Dominica-North America,12,0,0
4/3/2020,Dominican Republic-North America,1488,16,68
4/3/2020,Ecuador-South America,3368,65,145
4/3/2020,Egypt-Africa,985,216,66
4/3/2020,El Salvador-North America,46,0,2
4/3/2020,Equatorial Guinea-Africa,16,1,0
4/3/2020,Eritrea-Africa,22,0,0
4/3/2020,Estonia-Europe,961,48,12
4/3/2020,Eswatini-Unknown,9,0,0
4/3/2020,Ethiopia-Africa,35,3,0
4/3/2020,Fiji-Oceania,7,0,0
4/3/2020,Finland-Europe,1615,300,20
4/3/2020,France-Europe,65202,14135,6520
4/3/2020,Gabon-Africa,21,1,1
4/3/2020,Gambia-Africa,4,2,1
4/3/2020,Georgia-Europe,155,28,0
4/3/2020,Germany-Europe,91159,24575,1275
4/3/2020,Ghana-Africa,205,31,5
4/3/2020,Greece-Europe,1613,78,63
4/3/2020,Grenada-North America,12,0,0
4/3/2020,Guatemala-North America,50,12,1
4/3/2020,Guinea-Africa,73,2,0
4/3/2020,Guinea-Bissau-Africa,15,0,0
4/3/2020,Guyana-South America,23,0,4
4/3/2020,Haiti-North America,18,1,0
4/3/2020,Holy See-Unknown,7,0,0
4/3/2020,Honduras-North America,222,3,15
4/3/2020,Hungary-Europe,623,43,26
4/3/2020,Iceland-Europe,1364,309,4
4/3/2020,India-Asia,2567,192,72
4/3/2020,Indonesia-Asia,1986,134,181
4/3/2020,Iran-Asia,53183,17935,3294
4/3/2020,Iraq-Asia,820,226,54
4/3/2020,Ireland-Europe,4273,5,120
4/3/2020,Israel-Asia,7428,403,40
4/3/2020,Italy-Europe,119827,19758,14681
4/3/2020,Jamaica-North America,47,2,3
4/3/2020,Japan-Asia,3154,514,81
4/3/2020,Jordan-Asia,310,58,5
4/3/2020,Kazakhstan-Asia,464,29,6
4/3/2020,Kenya-Africa,122,4,4
4/3/2020,"Korea, South-Asia",10062,6021,174
4/3/2020,Kosovo-Europe,126,10,1
